file,gender,age,mask,map_age,class
/opt/ml/input/data/train/images/000009_female_Asian_56/mask2.jpg,1,56,0,1,4
/opt/ml/input/data/train/images/000009_female_Asian_56/incorrect_mask.jpg,1,56,1,1,10
/opt/ml/input/data/train/images/000009_female_Asian_56/mask5.jpg,1,56,0,1,4
/opt/ml/input/data/train/images/000009_female_Asian_56/mask1.jpg,1,56,0,1,4
/opt/ml/input/data/train/images/000009_female_Asian_56/normal.jpg,1,56,2,1,16
/opt/ml/input/data/train/images/000009_female_Asian_56/mask3.jpg,1,56,0,1,4
/opt/ml/input/data/train/images/000009_female_Asian_56/mask4.jpg,1,56,0,1,4
/opt/ml/input/data/train/images/000010_female_Asian_58/mask2.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000010_female_Asian_58/incorrect_mask.jpg,1,58,1,1,10
/opt/ml/input/data/train/images/000010_female_Asian_58/mask5.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000010_female_Asian_58/mask1.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000010_female_Asian_58/normal.jpg,1,58,2,1,16
/opt/ml/input/data/train/images/000010_female_Asian_58/mask3.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000010_female_Asian_58/mask4.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000012_male_Asian_57/mask2.jpg,0,57,0,1,1
/opt/ml/input/data/train/images/000012_male_Asian_57/incorrect_mask.jpg,0,57,1,1,7
/opt/ml/input/data/train/images/000012_male_Asian_57/mask5.jpg,0,57,0,1,1
/opt/ml/input/data/train/images/000012_male_Asian_57/mask1.jpg,0,57,0,1,1
/opt/ml/input/data/train/images/000012_male_Asian_57/normal.jpg,0,57,2,1,13
/opt/ml/input/data/train/images/000012_male_Asian_57/mask3.jpg,0,57,0,1,1
/opt/ml/input/data/train/images/000012_male_Asian_57/mask4.jpg,0,57,0,1,1
/opt/ml/input/data/train/images/000014_female_Asian_58/mask2.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000014_female_Asian_58/incorrect_mask.jpg,1,58,1,1,10
/opt/ml/input/data/train/images/000014_female_Asian_58/mask5.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000014_female_Asian_58/mask1.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000014_female_Asian_58/normal.jpg,1,58,2,1,16
/opt/ml/input/data/train/images/000014_female_Asian_58/mask3.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000014_female_Asian_58/mask4.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000015_male_Asian_55/mask2.jpg,0,55,0,1,1
/opt/ml/input/data/train/images/000015_male_Asian_55/incorrect_mask.jpg,0,55,1,1,7
/opt/ml/input/data/train/images/000015_male_Asian_55/mask5.jpg,0,55,0,1,1
/opt/ml/input/data/train/images/000015_male_Asian_55/mask1.jpg,0,55,0,1,1
/opt/ml/input/data/train/images/000015_male_Asian_55/normal.jpg,0,55,2,1,13
/opt/ml/input/data/train/images/000015_male_Asian_55/mask3.jpg,0,55,0,1,1
/opt/ml/input/data/train/images/000015_male_Asian_55/mask4.jpg,0,55,0,1,1
/opt/ml/input/data/train/images/000016_female_Asian_58/mask2.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000016_female_Asian_58/incorrect_mask.jpg,1,58,1,1,10
/opt/ml/input/data/train/images/000016_female_Asian_58/mask5.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000016_female_Asian_58/mask1.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000016_female_Asian_58/normal.jpg,1,58,2,1,16
/opt/ml/input/data/train/images/000016_female_Asian_58/mask3.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000016_female_Asian_58/mask4.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000018_female_Asian_59/mask2.jpg,1,59,0,1,4
/opt/ml/input/data/train/images/000018_female_Asian_59/incorrect_mask.jpg,1,59,1,1,10
/opt/ml/input/data/train/images/000018_female_Asian_59/mask5.jpg,1,59,0,1,4
/opt/ml/input/data/train/images/000018_female_Asian_59/mask1.jpg,1,59,0,1,4
/opt/ml/input/data/train/images/000018_female_Asian_59/normal.jpg,1,59,2,1,16
/opt/ml/input/data/train/images/000018_female_Asian_59/mask3.jpg,1,59,0,1,4
/opt/ml/input/data/train/images/000018_female_Asian_59/mask4.jpg,1,59,0,1,4
/opt/ml/input/data/train/images/000019_female_Asian_57/mask2.jpg,1,57,0,1,4
/opt/ml/input/data/train/images/000019_female_Asian_57/incorrect_mask.jpg,1,57,1,1,10
/opt/ml/input/data/train/images/000019_female_Asian_57/mask5.jpg,1,57,0,1,4
/opt/ml/input/data/train/images/000019_female_Asian_57/mask1.jpg,1,57,0,1,4
/opt/ml/input/data/train/images/000019_female_Asian_57/normal.jpg,1,57,2,1,16
/opt/ml/input/data/train/images/000019_female_Asian_57/mask3.jpg,1,57,0,1,4
/opt/ml/input/data/train/images/000019_female_Asian_57/mask4.jpg,1,57,0,1,4
/opt/ml/input/data/train/images/000020_female_Asian_50/mask2.jpg,1,50,0,1,4
/opt/ml/input/data/train/images/000020_female_Asian_50/incorrect_mask.jpg,1,50,1,1,10
/opt/ml/input/data/train/images/000020_female_Asian_50/mask5.jpg,1,50,0,1,4
/opt/ml/input/data/train/images/000020_female_Asian_50/mask1.jpg,1,50,0,1,4
/opt/ml/input/data/train/images/000020_female_Asian_50/normal.jpg,1,50,2,1,16
/opt/ml/input/data/train/images/000020_female_Asian_50/mask3.jpg,1,50,0,1,4
/opt/ml/input/data/train/images/000020_female_Asian_50/mask4.jpg,1,50,0,1,4
/opt/ml/input/data/train/images/000021_female_Asian_54/mask2.jpg,1,54,0,1,4
/opt/ml/input/data/train/images/000021_female_Asian_54/incorrect_mask.jpg,1,54,1,1,10
/opt/ml/input/data/train/images/000021_female_Asian_54/mask5.jpg,1,54,0,1,4
/opt/ml/input/data/train/images/000021_female_Asian_54/mask1.jpg,1,54,0,1,4
/opt/ml/input/data/train/images/000021_female_Asian_54/normal.jpg,1,54,2,1,16
/opt/ml/input/data/train/images/000021_female_Asian_54/mask3.jpg,1,54,0,1,4
/opt/ml/input/data/train/images/000021_female_Asian_54/mask4.jpg,1,54,0,1,4
/opt/ml/input/data/train/images/000022_female_Asian_58/mask2.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000022_female_Asian_58/incorrect_mask.jpg,1,58,1,1,10
/opt/ml/input/data/train/images/000022_female_Asian_58/mask5.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000022_female_Asian_58/mask1.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000022_female_Asian_58/normal.jpg,1,58,2,1,16
/opt/ml/input/data/train/images/000022_female_Asian_58/mask3.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000022_female_Asian_58/mask4.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000023_female_Asian_55/mask2.jpg,1,55,0,1,4
/opt/ml/input/data/train/images/000023_female_Asian_55/incorrect_mask.jpg,1,55,1,1,10
/opt/ml/input/data/train/images/000023_female_Asian_55/mask5.jpg,1,55,0,1,4
/opt/ml/input/data/train/images/000023_female_Asian_55/mask1.jpg,1,55,0,1,4
/opt/ml/input/data/train/images/000023_female_Asian_55/normal.jpg,1,55,2,1,16
/opt/ml/input/data/train/images/000023_female_Asian_55/mask3.jpg,1,55,0,1,4
/opt/ml/input/data/train/images/000023_female_Asian_55/mask4.jpg,1,55,0,1,4
/opt/ml/input/data/train/images/000024_female_Asian_58/mask2.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000024_female_Asian_58/incorrect_mask.jpg,1,58,1,1,10
/opt/ml/input/data/train/images/000024_female_Asian_58/mask5.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000024_female_Asian_58/mask1.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000024_female_Asian_58/normal.jpg,1,58,2,1,16
/opt/ml/input/data/train/images/000024_female_Asian_58/mask3.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000024_female_Asian_58/mask4.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000025_female_Asian_49/mask2.jpg,1,49,0,1,4
/opt/ml/input/data/train/images/000025_female_Asian_49/incorrect_mask.jpg,1,49,1,1,10
/opt/ml/input/data/train/images/000025_female_Asian_49/mask5.jpg,1,49,0,1,4
/opt/ml/input/data/train/images/000025_female_Asian_49/mask1.jpg,1,49,0,1,4
/opt/ml/input/data/train/images/000025_female_Asian_49/normal.jpg,1,49,2,1,16
/opt/ml/input/data/train/images/000025_female_Asian_49/mask3.jpg,1,49,0,1,4
/opt/ml/input/data/train/images/000025_female_Asian_49/mask4.jpg,1,49,0,1,4
/opt/ml/input/data/train/images/000026_female_Asian_56/mask2.jpg,1,56,0,1,4
/opt/ml/input/data/train/images/000026_female_Asian_56/incorrect_mask.jpg,1,56,1,1,10
/opt/ml/input/data/train/images/000026_female_Asian_56/mask5.jpg,1,56,0,1,4
/opt/ml/input/data/train/images/000026_female_Asian_56/mask1.jpg,1,56,0,1,4
/opt/ml/input/data/train/images/000026_female_Asian_56/normal.jpg,1,56,2,1,16
/opt/ml/input/data/train/images/000026_female_Asian_56/mask3.jpg,1,56,0,1,4
/opt/ml/input/data/train/images/000026_female_Asian_56/mask4.jpg,1,56,0,1,4
/opt/ml/input/data/train/images/000028_female_Asian_58/mask2.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000028_female_Asian_58/incorrect_mask.jpg,1,58,1,1,10
/opt/ml/input/data/train/images/000028_female_Asian_58/mask5.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000028_female_Asian_58/mask1.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000028_female_Asian_58/normal.jpg,1,58,2,1,16
/opt/ml/input/data/train/images/000028_female_Asian_58/mask3.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000028_female_Asian_58/mask4.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000029_female_Asian_58/mask2.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000029_female_Asian_58/incorrect_mask.jpg,1,58,1,1,10
/opt/ml/input/data/train/images/000029_female_Asian_58/mask5.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000029_female_Asian_58/mask1.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000029_female_Asian_58/normal.jpg,1,58,2,1,16
/opt/ml/input/data/train/images/000029_female_Asian_58/mask3.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000029_female_Asian_58/mask4.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000030_female_Asian_55/mask2.jpg,1,55,0,1,4
/opt/ml/input/data/train/images/000030_female_Asian_55/incorrect_mask.jpg,1,55,1,1,10
/opt/ml/input/data/train/images/000030_female_Asian_55/mask5.jpg,1,55,0,1,4
/opt/ml/input/data/train/images/000030_female_Asian_55/mask1.jpg,1,55,0,1,4
/opt/ml/input/data/train/images/000030_female_Asian_55/normal.jpg,1,55,2,1,16
/opt/ml/input/data/train/images/000030_female_Asian_55/mask3.jpg,1,55,0,1,4
/opt/ml/input/data/train/images/000030_female_Asian_55/mask4.jpg,1,55,0,1,4
/opt/ml/input/data/train/images/000031_female_Asian_54/mask2.jpg,1,54,0,1,4
/opt/ml/input/data/train/images/000031_female_Asian_54/incorrect_mask.jpg,1,54,1,1,10
/opt/ml/input/data/train/images/000031_female_Asian_54/mask5.jpg,1,54,0,1,4
/opt/ml/input/data/train/images/000031_female_Asian_54/mask1.jpg,1,54,0,1,4
/opt/ml/input/data/train/images/000031_female_Asian_54/normal.jpg,1,54,2,1,16
/opt/ml/input/data/train/images/000031_female_Asian_54/mask3.jpg,1,54,0,1,4
/opt/ml/input/data/train/images/000031_female_Asian_54/mask4.jpg,1,54,0,1,4
/opt/ml/input/data/train/images/000033_male_Asian_57/mask2.jpg,0,57,0,1,1
/opt/ml/input/data/train/images/000033_male_Asian_57/incorrect_mask.jpg,0,57,1,1,7
/opt/ml/input/data/train/images/000033_male_Asian_57/mask5.jpg,0,57,0,1,1
/opt/ml/input/data/train/images/000033_male_Asian_57/mask1.jpg,0,57,0,1,1
/opt/ml/input/data/train/images/000033_male_Asian_57/normal.jpg,0,57,2,1,13
/opt/ml/input/data/train/images/000033_male_Asian_57/mask3.jpg,0,57,0,1,1
/opt/ml/input/data/train/images/000033_male_Asian_57/mask4.jpg,0,57,0,1,1
/opt/ml/input/data/train/images/000034_female_Asian_55/mask2.jpg,1,55,0,1,4
/opt/ml/input/data/train/images/000034_female_Asian_55/incorrect_mask.jpg,1,55,1,1,10
/opt/ml/input/data/train/images/000034_female_Asian_55/mask5.jpg,1,55,0,1,4
/opt/ml/input/data/train/images/000034_female_Asian_55/mask1.jpg,1,55,0,1,4
/opt/ml/input/data/train/images/000034_female_Asian_55/normal.jpg,1,55,2,1,16
/opt/ml/input/data/train/images/000034_female_Asian_55/mask3.jpg,1,55,0,1,4
/opt/ml/input/data/train/images/000034_female_Asian_55/mask4.jpg,1,55,0,1,4
/opt/ml/input/data/train/images/000036_female_Asian_58/mask2.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000036_female_Asian_58/incorrect_mask.jpg,1,58,1,1,10
/opt/ml/input/data/train/images/000036_female_Asian_58/mask5.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000036_female_Asian_58/mask1.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000036_female_Asian_58/normal.jpg,1,58,2,1,16
/opt/ml/input/data/train/images/000036_female_Asian_58/mask3.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000036_female_Asian_58/mask4.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000037_female_Asian_58/mask2.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000037_female_Asian_58/incorrect_mask.jpg,1,58,1,1,10
/opt/ml/input/data/train/images/000037_female_Asian_58/mask5.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000037_female_Asian_58/mask1.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000037_female_Asian_58/normal.jpg,1,58,2,1,16
/opt/ml/input/data/train/images/000037_female_Asian_58/mask3.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000037_female_Asian_58/mask4.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000038_female_Asian_58/mask2.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000038_female_Asian_58/incorrect_mask.jpg,1,58,1,1,10
/opt/ml/input/data/train/images/000038_female_Asian_58/mask5.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000038_female_Asian_58/mask1.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000038_female_Asian_58/normal.jpg,1,58,2,1,16
/opt/ml/input/data/train/images/000038_female_Asian_58/mask3.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000038_female_Asian_58/mask4.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000039_female_Asian_57/mask2.jpg,1,57,0,1,4
/opt/ml/input/data/train/images/000039_female_Asian_57/incorrect_mask.jpg,1,57,1,1,10
/opt/ml/input/data/train/images/000039_female_Asian_57/mask5.jpg,1,57,0,1,4
/opt/ml/input/data/train/images/000039_female_Asian_57/mask1.jpg,1,57,0,1,4
/opt/ml/input/data/train/images/000039_female_Asian_57/normal.jpg,1,57,2,1,16
/opt/ml/input/data/train/images/000039_female_Asian_57/mask3.jpg,1,57,0,1,4
/opt/ml/input/data/train/images/000039_female_Asian_57/mask4.jpg,1,57,0,1,4
/opt/ml/input/data/train/images/000040_female_Asian_57/mask2.jpg,1,57,0,1,4
/opt/ml/input/data/train/images/000040_female_Asian_57/incorrect_mask.jpg,1,57,1,1,10
/opt/ml/input/data/train/images/000040_female_Asian_57/mask5.jpg,1,57,0,1,4
/opt/ml/input/data/train/images/000040_female_Asian_57/mask1.jpg,1,57,0,1,4
/opt/ml/input/data/train/images/000040_female_Asian_57/normal.jpg,1,57,2,1,16
/opt/ml/input/data/train/images/000040_female_Asian_57/mask3.jpg,1,57,0,1,4
/opt/ml/input/data/train/images/000040_female_Asian_57/mask4.jpg,1,57,0,1,4
/opt/ml/input/data/train/images/000041_female_Asian_58/mask2.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000041_female_Asian_58/incorrect_mask.jpg,1,58,1,1,10
/opt/ml/input/data/train/images/000041_female_Asian_58/mask5.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000041_female_Asian_58/mask1.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000041_female_Asian_58/normal.jpg,1,58,2,1,16
/opt/ml/input/data/train/images/000041_female_Asian_58/mask3.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000041_female_Asian_58/mask4.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000043_male_Asian_56/mask2.jpg,0,56,0,1,1
/opt/ml/input/data/train/images/000043_male_Asian_56/incorrect_mask.jpg,0,56,1,1,7
/opt/ml/input/data/train/images/000043_male_Asian_56/mask5.jpg,0,56,0,1,1
/opt/ml/input/data/train/images/000043_male_Asian_56/mask1.jpg,0,56,0,1,1
/opt/ml/input/data/train/images/000043_male_Asian_56/normal.jpg,0,56,2,1,13
/opt/ml/input/data/train/images/000043_male_Asian_56/mask3.jpg,0,56,0,1,1
/opt/ml/input/data/train/images/000043_male_Asian_56/mask4.jpg,0,56,0,1,1
/opt/ml/input/data/train/images/000044_female_Asian_58/mask2.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000044_female_Asian_58/incorrect_mask.jpg,1,58,1,1,10
/opt/ml/input/data/train/images/000044_female_Asian_58/mask5.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000044_female_Asian_58/mask1.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000044_female_Asian_58/normal.jpg,1,58,2,1,16
/opt/ml/input/data/train/images/000044_female_Asian_58/mask3.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000044_female_Asian_58/mask4.jpg,1,58,0,1,4
/opt/ml/input/data/train/images/000045_female_Asian_56/mask2.jpg,1,56,0,1,4
/opt/ml/input/data/train/images/000045_female_Asian_56/incorrect_mask.jpg,1,56,1,1,10
/opt/ml/input/data/train/images/000045_female_Asian_56/mask5.jpg,1,56,0,1,4
/opt/ml/input/data/train/images/000045_female_Asian_56/mask1.jpg,1,56,0,1,4
/opt/ml/input/data/train/images/000045_female_Asian_56/normal.jpg,1,56,2,1,16
/opt/ml/input/data/train/images/000045_female_Asian_56/mask3.jpg,1,56,0,1,4
/opt/ml/input/data/train/images/000045_female_Asian_56/mask4.jpg,1,56,0,1,4
/opt/ml/input/data/train/images/000046_male_Asian_55/mask2.jpg,0,55,0,1,1
/opt/ml/input/data/train/images/000046_male_Asian_55/incorrect_mask.jpg,0,55,1,1,7
/opt/ml/input/data/train/images/000046_male_Asian_55/mask5.jpg,0,55,0,1,1
/opt/ml/input/data/train/images/000046_male_Asian_55/mask1.jpg,0,55,0,1,1
/opt/ml/input/data/train/images/000046_male_Asian_55/normal.jpg,0,55,2,1,13
/opt/ml/input/data/train/images/000046_male_Asian_55/mask3.jpg,0,55,0,1,1
/opt/ml/input/data/train/images/000046_male_Asian_55/mask4.jpg,0,55,0,1,1
/opt/ml/input/data/train/images/000047_male_Asian_58/mask2.jpg,0,58,0,1,1
/opt/ml/input/data/train/images/000047_male_Asian_58/incorrect_mask.jpg,0,58,1,1,7
/opt/ml/input/data/train/images/000047_male_Asian_58/mask5.jpg,0,58,0,1,1
/opt/ml/input/data/train/images/000047_male_Asian_58/mask1.jpg,0,58,0,1,1
/opt/ml/input/data/train/images/000047_male_Asian_58/normal.jpg,0,58,2,1,13
/opt/ml/input/data/train/images/000047_male_Asian_58/mask3.jpg,0,58,0,1,1
/opt/ml/input/data/train/images/000047_male_Asian_58/mask4.jpg,0,58,0,1,1
/opt/ml/input/data/train/images/000048_female_Asian_57/mask2.jpg,1,57,0,1,4
/opt/ml/input/data/train/images/000048_female_Asian_57/incorrect_mask.jpg,1,57,1,1,10
/opt/ml/input/data/train/images/000048_female_Asian_57/mask5.jpg,1,57,0,1,4
/opt/ml/input/data/train/images/000048_female_Asian_57/mask1.jpg,1,57,0,1,4
/opt/ml/input/data/train/images/000048_female_Asian_57/normal.jpg,1,57,2,1,16
/opt/ml/input/data/train/images/000048_female_Asian_57/mask3.jpg,1,57,0,1,4
/opt/ml/input/data/train/images/000048_female_Asian_57/mask4.jpg,1,57,0,1,4
/opt/ml/input/data/train/images/000062_female_Asian_55/mask2.jpg,1,55,0,1,4
/opt/ml/input/data/train/images/000062_female_Asian_55/incorrect_mask.jpg,1,55,1,1,10
/opt/ml/input/data/train/images/000062_female_Asian_55/mask5.jpg,1,55,0,1,4
/opt/ml/input/data/train/images/000062_female_Asian_55/mask1.jpg,1,55,0,1,4
/opt/ml/input/data/train/images/000062_female_Asian_55/normal.jpg,1,55,2,1,16
/opt/ml/input/data/train/images/000062_female_Asian_55/mask3.jpg,1,55,0,1,4
/opt/ml/input/data/train/images/000062_female_Asian_55/mask4.jpg,1,55,0,1,4
/opt/ml/input/data/train/images/000064_male_Asian_59/mask2.jpg,0,59,0,1,1
/opt/ml/input/data/train/images/000064_male_Asian_59/incorrect_mask.jpg,0,59,1,1,7
/opt/ml/input/data/train/images/000064_male_Asian_59/mask5.jpg,0,59,0,1,1
/opt/ml/input/data/train/images/000064_male_Asian_59/mask1.jpg,0,59,0,1,1
/opt/ml/input/data/train/images/000064_male_Asian_59/normal.jpg,0,59,2,1,13
/opt/ml/input/data/train/images/000064_male_Asian_59/mask3.jpg,0,59,0,1,1
/opt/ml/input/data/train/images/000064_male_Asian_59/mask4.jpg,0,59,0,1,1
/opt/ml/input/data/train/images/000066_female_Asian_53/mask2.jpg,1,53,0,1,4
/opt/ml/input/data/train/images/000066_female_Asian_53/incorrect_mask.jpg,1,53,1,1,10
/opt/ml/input/data/train/images/000066_female_Asian_53/mask5.jpg,1,53,0,1,4
/opt/ml/input/data/train/images/000066_female_Asian_53/mask1.jpg,1,53,0,1,4
/opt/ml/input/data/train/images/000066_female_Asian_53/normal.jpg,1,53,2,1,16
/opt/ml/input/data/train/images/000066_female_Asian_53/mask3.jpg,1,53,0,1,4
/opt/ml/input/data/train/images/000066_female_Asian_53/mask4.jpg,1,53,0,1,4
/opt/ml/input/data/train/images/000067_female_Asian_54/mask2.jpg,1,54,0,1,4
/opt/ml/input/data/train/images/000067_female_Asian_54/incorrect_mask.jpg,1,54,1,1,10
/opt/ml/input/data/train/images/000067_female_Asian_54/mask5.jpg,1,54,0,1,4
/opt/ml/input/data/train/images/000067_female_Asian_54/mask1.jpg,1,54,0,1,4
/opt/ml/input/data/train/images/000067_female_Asian_54/normal.jpg,1,54,2,1,16
/opt/ml/input/data/train/images/000067_female_Asian_54/mask3.jpg,1,54,0,1,4
/opt/ml/input/data/train/images/000067_female_Asian_54/mask4.jpg,1,54,0,1,4
/opt/ml/input/data/train/images/000069_female_Asian_54/mask2.jpg,1,54,0,1,4
/opt/ml/input/data/train/images/000069_female_Asian_54/incorrect_mask.jpg,1,54,1,1,10
/opt/ml/input/data/train/images/000069_female_Asian_54/mask5.jpg,1,54,0,1,4
/opt/ml/input/data/train/images/000069_female_Asian_54/mask1.jpg,1,54,0,1,4
/opt/ml/input/data/train/images/000069_female_Asian_54/normal.jpg,1,54,2,1,16
/opt/ml/input/data/train/images/000069_female_Asian_54/mask3.jpg,1,54,0,1,4
